accession,message,sample_name,sample_title,bioproject_accession,organism,isolate,geographic_location,collection_date,depth,env_broad_scale,env_local_scale,env_medium,geo_loc_me,isolation_source,lat_lon,chlorophyll,collection_method,conduc,diss_oxygen,nitrate,nitrite,ph,samp_collect_device,samp_store_temp,silicate,size_frac,soluble_react_phosp,source_material_id,sulfate,sulfide,suspend_part_matter,temp,tidal_stage,tot_depth_water_col,tot_diss_nitro,tot_nitro,tot_phosp,turbidity,water_current,description,completeness(%),contamition_(%),strain_heterogeneity_(%),size_(mbp),no._of_contigs,gc_content_(%),n50,file,derived_from
SAMN41712204,Successfully loaded,QWOP01 sp903885855_LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,QWOP01 sp903885855,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,86.96,3.55,50,4.377673,732,73.4,7271,samp_4449_metabat2_101,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712205,Successfully loaded,Casp-actino8 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,Casp-actino8 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,81.57,7.43,92.31,2.243534,479,64.5,5360,samp_4449_metabat2_16,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712206,Successfully loaded,CAIOHZ01 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,CAIOHZ01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,79.51,2.22,25,2.577351,532,67.4,5436,samp_4449_metabat2_8,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712207,Successfully loaded,UBA3006 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,UBA3006 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,83.68,1.8,50,1.41029,198,51.4,8695,samp_4449_metadecoder_383,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712208,Successfully loaded,QWPN01 sp._LV_40_31. South Rosinga_2023_1,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,QWPN01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,79.47,2.37,50,2.769929,344,72.5,9918,samp_4449_metadecoder_387,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712209,Successfully loaded,Hyphomicrobium sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,Hyphomicrobium sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,87.38,1.72,37.5,2.13459,265,41.7,10057,samp_4449_metadecoder_409,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712210,Successfully loaded,IMCC26256 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,IMCC26256 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,89.39,2.66,0,2.347787,129,71.9,26620,samp_4449_metadecoder_414,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712211,Successfully loaded,F1-60-MAGs027 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,F1-60-MAGs027 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,82.55,1.38,33.33,1.580237,131,60.9,17702,samp_4449_semibin_216,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712212,Successfully loaded,VGZA01 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,VGZA01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,75.14,3.52,100,5.613113,955,61.7,6672,samp_4449_semibin_223,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712213,Successfully loaded,SM1A02 bacterium_LV_40_31. South Rosinga_2023_1,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,SM1A02 bacterium,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,81.75,0.41,20,2.930049,452,70.3,7494,samp_4449_semibin_254,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712214,Successfully loaded,RGVT01 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,RGVT01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,94.83,3.38,42.86,2.8468,226,66.5,18643,samp_4449_semibin_290,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712215,Successfully loaded,OLB10 bacterium_LV_40_31. South Rosinga_2023_1,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,OLB10 bacterium,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,83.86,3.92,68.75,2.380532,417,44.4,6233,samp_4449_semibin_305,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712216,Successfully loaded,Ilumatobacteraceae bacterium_LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,Ilumatobacteraceae bacterium,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,83.58,5.04,75,2.221291,427,70.1,5731,samp_4449_semibin_313,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712217,Successfully loaded,UBA961 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,UBA961 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,94.81,1.49,70,2.423978,116,39.9,40766,samp_4449_semibin_318,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712218,Successfully loaded,SYHX01 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,SYHX01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,77.37,17.25,73.77,2.001662,1567,51.2,1536,samp_4449_VAMB_1092,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712219,Successfully loaded,SXXK01 sp._LV_40_31. South Rosinga_2023_1,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,SXXK01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,97.75,0,0,6.150141,423,58.7,23137,samp_4449_VAMB_558,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712220,Successfully loaded,Polynucleobacter sp009928245_LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,Polynucleobacter sp009928245,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,84.27,11.42,60.76,1.807626,1149,47.7,2247,samp_4449_VAMB_621,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712221,Successfully loaded,QWPN01 sp._LV_40_31. South Rosinga_2023_2,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,QWPN01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,83.55,1.36,66.67,3.850314,818,70.6,6134,samp_4449_VAMB_647,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712222,Successfully loaded,SXXK01 sp._LV_40_31. South Rosinga_2023_2,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,SXXK01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,93.26,1.12,100,5.83139,563,60.4,15760,samp_4449_VAMB_680,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712223,Successfully loaded,SYAR01 sp._LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,SYAR01 sp.,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,90.8,2.65,33.33,1.29096,635,31.7,2821,samp_4449_VAMB_687,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712224,Successfully loaded,GCA-002722245 bacterium_LV_40_31. South Rosinga_2023,LV_40_samp_4449_31. South Rosinga_2023,PRJNA1119566,GCA-002722245 bacterium,not_applicable,Kenya:Lake Victoria,2023-06-03T00:00:00,1m,large freshwater lake biome [ENVO:00000891],Lake [ENVO:00000020],water [ENVO:00002006],Lake Victoria,lake water,-0.3742_34.23967,,Van dorn collection,143.1(uS/cm),6.7mg/L,24.5 (ug/L),,8.7,Van dorn,-80 degree C,,0.22 micron,20.3(ug/L),,,,,28.8degree C,,6.8m,280(ug/L),832 (ug/L),120 (ug/L),23.7NTU,,Ndere Island,98.92,1.08,0,3.685362,83,42,89983,samp_4449_VAMB_700,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659709  (SRA SUB14491329)
SAMN41712225,Successfully loaded,Limnohabitans_A sp009928125_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Limnohabitans,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),86.33,13.72,80.77,2.864576,913,53.5,3808,samp_4450_concoct_1342,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712226,Successfully loaded,Agromyces_B sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Agromyces,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),78.07,22.79,45.83,1.565885,319,61.9,5942,samp_4450_concoct_1361,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712227,Successfully loaded,RFPI01 sp009926205_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,RFPI01 sp009926205,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),75.3,3.44,72.73,1.070556,545,45.8,2087,samp_4450_concoct_1401,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712228,Successfully loaded,Rhodoluna sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),90.29,3.8,63.64,1.236519,147,49.5,12043,samp_4450_concoct_1416,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712229,Successfully loaded,TMED14 sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,TMED14 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),75.65,1.88,80,1.640732,177,61.6,12731,samp_4450_maxbin_1092,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712230,Successfully loaded,Sediminibacterium sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Sediminibacterium sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),80.19,15.43,56,2.168759,113,36.5,45703,samp_4450_maxbin_1310,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712231,Successfully loaded,Arenimonas sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Arenimos sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),85.42,23.23,84.06,2.474443,520,67.4,5557,samp_4450_maxbin_413,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712232,Successfully loaded,NBD-18 sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,NBD-18 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),81.87,15.85,50,4.956102,1120,53.1,4787,samp_4450_maxbin_425,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712233,Successfully loaded,Sediminibacterium sp018971025_NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Sediminibacterium sp018971025,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),88.67,11.49,53.33,2.433282,244,38.1,15214,samp_4450_metabat2_180,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712234,Successfully loaded,Rhodoluna sp._NR_1_12. Nyando River_2023_1,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),81.77,3.8,60,1.330619,159,52,12570,samp_4450_metabat2_189,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712235,Successfully loaded,Rhodoluna sp._NR_1_12. Nyando River_2023_2,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,Rhodolu sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),81.31,2.63,83.33,1.213052,151,51.7,12582,samp_4450_metabat2_246,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712236,Successfully loaded,UBA952 sp._NR_1_12. Nyando River_2023,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,UBA952 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),84.17,15.52,91.3,2.355319,66,43.4,50102,samp_4450_metabat2_251,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
SAMN41712237,Successfully loaded,UBA952 sp._NR_1_12. Nyando River_2023_1,NR_1_samp_4450_12. Nyando River_2023,PRJNA1119566,UBA952 sp.,not_applicable,Kenya:Lake Victoria,2023-05-29T00:00:00,0.25m,river [ENVO: 00000022],stream [00000023],water [ENVO:00002006],Kenya,river,-0.1695_34.9211,,Shore sampling,,,514 (ug/L),,,Van dorn,-80 degree C,,0.22 micron,68.45(ug/L),,,,,,,8.7m,971.75(ug/L),1090 (ug/L),302.5 (ug/L),8.7NTU,,Nyando River at Ahero Town (NRA),83.15,5.59,81.25,1.911833,258,43.7,8092,samp_4450_metadecoder_1184,This BioSample is a metagenomic assembly obtained from the lake watermetagenome BioSample:  SAMN41659710  (SRA SUB14491329)
