"","MAG","SampleID","Site","Domain_GTDB","Phylum_GTDB","Class_GTDB","Order_GTDB","Family_GTDB","Genus_GTDB","Species_GTDB","Completeness....","Contamination....","Strain.Heterogeneity....","Size..Mbp.","No..Of.Contigs","GC.Content....","N50","NCBI_Sample_Name","Domain_NCBI","Phylum_NCBI","Class_NCBI","Order_NCBI","Family_NCBI","Genus_NCBI","Species_NCBI","NCBI_Organism","BioProject","accession","year"
"581","samp_4445_VAMB_537","samp_4445","27. Bridge Island","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","UBA964","",86.25,0.82,60,1.960035,57,61.3,56319,"UBA964 sp._LV_36_27. Bridge Island_2023_1","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria bacterium","PRJNA1119566","SAMN41712078",2023
"582","samp_4445_VAMB_556","samp_4445","27. Bridge Island","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","",78.88,12.07,66.67,1.266119,247,47.4,11122,"MAG-120802 sp._LV_36_27. Bridge Island_2023_1","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712079",2023
"583","samp_4445_VAMB_607","samp_4445","27. Bridge Island","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","UBA953","UBA953","",93.92,0.68,100,2.158731,130,68.2,26073,"UBA953 sp._LV_36_27. Bridge Island_2023","Bacteria","Verrucomicrobiota",NA,NA,NA,NA,NA,"Verrucomicrobiota bacterium","PRJNA1119566","SAMN41712080",2023
"584","samp_4445_VAMB_617","samp_4445","27. Bridge Island","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","SYAN01","SYAN01 sp016870815",76.24,7.68,40.91,1.260276,310,50.9,5653,"SYAN01 sp016870815_LV_36_27. Bridge Island_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712081",2023
"585","samp_4445_VAMB_679","samp_4445","27. Bridge Island","Bacteria","Cyanobacteria","Vampirovibrionia","Caenarcaniphilales","LMEP-6097","LMEP-6097","",88.18,0.77,100,2.27227,291,35.6,14320,"LMEP-6097 sp._LV_36_27. Bridge Island_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712082",2023
"586","samp_4445_VAMB_727","samp_4445","27. Bridge Island","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","Casp-actino8","Casp-actino8 sp016871355",86.21,0,0,2.085207,141,64.2,24900,"Casp-actino8 sp016871355_LV_36_27. Bridge Island_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712083",2023
"587","samp_4445_VAMB_997","samp_4445","27. Bridge Island","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae_A","Snowella","Snowella sp003249095",84.28,19.6,41.22,4.193402,2513,41.4,2115,"Snowella sp003249095_LV_36_27. Bridge Island_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Coelosphaeriaceae","Snowella",NA,"Snowella sp.","PRJNA1119566","SAMN41712084",2023
"588","samp_4446_concoct_674","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis aeruginosa_H",93.7,10.16,73.91,4.685074,2070,42.8,2515,"Microcystis aeruginosa_H_LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41712085",2023
"589","samp_4446_concoct_675","samp_4446","28. Bondo","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","",78.14,16.35,37.89,3.599754,1761,65.1,2230,"Tabrizicola sp._LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodobacter",NA,"Rhodobacter sp.","PRJNA1119566","SAMN41712086",2023
"590","samp_4446_concoct_677","samp_4446","28. Bondo","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870795",77.91,6.09,85,1.212117,425,44.5,3617,"MAG-120802 sp016870795_LV_37_28. Bondo_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712087",2023
"591","samp_4446_concoct_681","samp_4446","28. Bondo","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",76.78,9.44,74.07,2.975247,1684,62,1813,"Roseomonas_B sp._LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41712088",2023
"592","samp_4446_concoct_684","samp_4446","28. Bondo","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",77.62,4.84,47.83,1.73339,861,50.9,2123,"SYHX01 sp._LV_37_28. Bondo_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712089",2023
"593","samp_4446_concoct_688","samp_4446","28. Bondo","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-20-MAGs119","",82.73,16.23,21.82,1.792018,872,63,2214,"F1-20-MAGs119 sp._LV_37_28. Bondo_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712090",2023
"594","samp_4446_concoct_695","samp_4446","28. Bondo","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","JACTMZ01","JACTMZ01","",78.44,18.68,80.95,2.230264,1249,61.1,1816,"JACTMZ01 sp._LV_37_28. Bondo_2023","Bacteria","Verrucomicrobiota","Spartobacteria","Chthoniobacterales",NA,NA,NA,"Chthoniobacterales bacterium","PRJNA1119566","SAMN41712091",2023
"595","samp_4446_concoct_730","samp_4446","28. Bondo","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Usitatibacteraceae","UKL13-2","",94.23,2.85,57.14,2.937043,1066,55.7,3297,"UKL13-2 sp._LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales bacterium","PRJNA1119566","SAMN41712092",2023
"596","samp_4446_concoct_738","samp_4446","28. Bondo","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",84.52,5.13,31.82,2.996038,1228,43.8,2762,"ELB16-189 sp._LV_37_28. Bondo_2023","Bacteria","Bacteroidota","Cytophagia","Cytophagales",NA,NA,NA,"Cytophagales bacterium","PRJNA1119566","SAMN41712093",2023
"597","samp_4446_concoct_758","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Vulcanococcus","Vulcanococcus sp016882415",87.98,11.32,66.07,1.989985,629,69.6,3812,"Vulcanococcus sp016882415_LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712094",2023
"598","samp_4446_concoct_778","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Cuspidothrix","",89.09,1.22,85.71,3.638032,245,38.1,24769,"Cuspidothrix sp._LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Cuspidothrix",NA,"Cuspidothrix sp.","PRJNA1119566","SAMN41712095",2023
"599","samp_4446_maxbin_562","samp_4446","28. Bondo","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",75.86,15.24,35.14,0.764554,161,49.1,5348,"MAG-120802 sp016870855_LV_37_28. Bondo_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712096",2023
"600","samp_4446_maxbin_571","samp_4446","28. Bondo","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","QWPN01","QWPN01 sp016872925",76.38,3.27,62.5,2.684472,687,70.3,4116,"QWPN01 sp016872925_LV_37_28. Bondo_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712097",2023
"601","samp_4446_maxbin_589","samp_4446","28. Bondo","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA3064","UBA3064 sp016868095",75.75,19.66,92.59,1.639961,369,53.5,5174,"UBA3064 sp016868095_LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41712098",2023
"602","samp_4446_metabat2_472","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","",82.2,6,52.78,2.341312,459,68.1,6223,"NIES-981 sp._LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp.","PRJNA1119566","SAMN41712099",2023
"603","samp_4446_semibin_13","samp_4446","28. Bondo","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","",85.32,1.79,54.55,2.488432,369,63.6,7873,"Erythrobacter sp._LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA,"Porphyrobacter sp.","PRJNA1119566","SAMN41712100",2023
"604","samp_4446_semibin_14","samp_4446","28. Bondo","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","",87.14,7.86,39.47,2.897407,366,67.2,9561,"Erythrobacter sp._LV_37_28. Bondo_2023_1","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA,"Porphyrobacter sp.","PRJNA1119566","SAMN41712101",2023
"605","samp_4446_semibin_60","samp_4446","28. Bondo","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","",96.06,1.97,20,2.667396,216,42.8,21195,"Sediminibacterium sp._LV_37_28. Bondo_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712102",2023
"606","samp_4446_VAMB_155","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae_A","","",86.71,3.71,78.95,3.069178,936,46.8,3989,"Microcystaceae_A bacterium_LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Merismopediaceae",NA,NA,"Merismopediaceae bacterium","PRJNA1119566","SAMN41712103",2023
"607","samp_4446_VAMB_172","samp_4446","28. Bondo","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",76.71,2.97,66.67,1.507516,722,36.4,2362,"UBA952 sp._LV_37_28. Bondo_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae",NA,NA,"Crocinitomicaceae bacterium","PRJNA1119566","SAMN41712104",2023
"608","samp_4446_VAMB_280","samp_4446","28. Bondo","Bacteria","Proteobacteria","Gammaproteobacteria","Steroidobacterales","Steroidobacteraceae","UBA964","",80.23,11.6,73.33,2.159174,836,62.5,3131,"UBA964 sp._LV_37_28. Bondo_2023","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria bacterium","PRJNA1119566","SAMN41712105",2023
"609","samp_4446_VAMB_90","samp_4446","28. Bondo","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Nostocaceae","Sphaerospermopsis","Sphaerospermopsis kisseleviana_A",88.65,9.55,51.79,5.384477,4745,37.3,1568,"Sphaerospermopsis kisseleviana_A_LV_37_28. Bondo_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Nostocales","Aphanizomenonaceae","Sphaerospermopsis",NA,"Sphaerospermopsis sp.","PRJNA1119566","SAMN41712106",2023
"610","samp_4446_VAMB_95","samp_4446","28. Bondo","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","",80.93,14.95,48.28,1.794277,2093,50.3,1015,"BACL27 sp._LV_37_28. Bondo_2023","Bacteria","Actinomycetota","Acidimicrobiia","Acidimicrobiales","Acidimicrobiaceae",NA,NA,"Acidimicrobiaceae bacterium","PRJNA1119566","SAMN41712107",2023
"611","samp_4446_VAMB_99","samp_4446","28. Bondo","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",76.51,10.33,75,1.544008,621,62.5,3889,"F1-60-MAGs027 sp016870295_LV_37_28. Bondo_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712108",2023
"612","samp_4447_concoct_1000","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",83.43,14.88,69.39,4.06413,2226,61.8,1857,"Roseomonas_B sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41712109",2023
"613","samp_4447_concoct_1021","samp_4447","29. Yala River Mouth","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","M3007","",78.08,2.26,44.44,3.162466,1429,51.3,2452,"M3007 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712110",2023
"614","samp_4447_concoct_1029","samp_4447","29. Yala River Mouth","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",91.02,4.72,21.05,3.337074,900,41.9,4904,"ELB16-189 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Bacteroidota","Cytophagia","Cytophagales","Flammeovirgaceae",NA,NA,"Flammeovirgaceae bacterium","PRJNA1119566","SAMN41712111",2023
"615","samp_4447_concoct_1068","samp_4447","29. Yala River Mouth","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",82.01,3.39,25,1.453718,394,52,5265,"SYHX01 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712112",2023
"616","samp_4447_concoct_1070","samp_4447","29. Yala River Mouth","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","BACL27","BACL27 sp016870935",75.81,4.27,57.14,1.426575,642,58.4,2383,"BACL27 sp016870935_LV_38_29. Yala River Mouth_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712113",2023
"617","samp_4447_concoct_988","samp_4447","29. Yala River Mouth","Bacteria","Actinobacteriota","Acidimicrobiia","Acidimicrobiales","Ilumatobacteraceae","F1-60-MAGs027","F1-60-MAGs027 sp016870295",82.82,15.01,76.92,2.064162,1010,61.6,2137,"F1-60-MAGs027 sp016870295_LV_38_29. Yala River Mouth_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712114",2023
"618","samp_4447_maxbin_116","samp_4447","29. Yala River Mouth","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis aeruginosa_D",76.72,3.33,55,3.85748,1021,42.8,3931,"Microcystis aeruginosa_D_LV_38_29. Yala River Mouth_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41712115",2023
"619","samp_4447_maxbin_127","samp_4447","29. Yala River Mouth","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870855",80.3,11.99,44,0.79413,129,48.7,7551,"MAG-120802 sp016870855_LV_38_29. Yala River Mouth_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712116",2023
"620","samp_4447_metabat2_35","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","UBA954","",82.09,1.67,85.71,1.672157,257,57.4,8766,"UBA954 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41712117",2023
"621","samp_4447_metabat2_46","samp_4447","29. Yala River Mouth","Bacteria","Planctomycetota","Planctomycetia","Pirellulales","UBA1268","","",78.67,4.19,66.67,3.837513,844,68.5,5041,"UBA1268 bacterium_LV_38_29. Yala River Mouth_2023","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41712118",2023
"622","samp_4447_metabat2_52","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","JAAFIP01","",84.25,3.88,62.5,2.598561,507,56.9,5730,"JAAFIP01 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales","Comamonadaceae","Brachymonas",NA,"Brachymonas sp.","PRJNA1119566","SAMN41712119",2023
"623","samp_4447_metabat2_80","samp_4447","29. Yala River Mouth","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","NIES-981","",83.43,6.85,55.56,2.26321,431,68.7,6550,"NIES-981 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Prochlorococcaceae","Cyanobium",NA,"Cyanobium sp.","PRJNA1119566","SAMN41712120",2023
"624","samp_4447_semibin_136","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Tabrizicola","",80.86,2.94,66.67,3.568433,579,65.4,7685,"Tabrizicola sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Rhodobacter",NA,"Rhodobacter sp.","PRJNA1119566","SAMN41712121",2023
"625","samp_4447_semibin_191","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Usitatibacteraceae","UKL13-2","",84.67,1.45,50,2.406253,415,55.8,6471,"UKL13-2 sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Betaproteobacteria","Burkholderiales",NA,NA,NA,"Burkholderiales bacterium","PRJNA1119566","SAMN41712122",2023
"626","samp_4447_semibin_198","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Alphaproteobacteria","CACIAM-22H2","CACIAM-22H2","Tagaea","",87.9,14.51,52.27,3.848793,490,67.5,9768,"Tagaea sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Tagaea",NA,"Tagaea sp.","PRJNA1119566","SAMN41712123",2023
"627","samp_4447_semibin_217","samp_4447","29. Yala River Mouth","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Erythrobacter","",82.81,3.17,14.29,2.744082,384,68,8849,"Erythrobacter sp._LV_38_29. Yala River Mouth_2023","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Porphyrobacter",NA,"Porphyrobacter sp.","PRJNA1119566","SAMN41712124",2023
"628","samp_4447_VAMB_275","samp_4447","29. Yala River Mouth","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales","UBA961","UBA961","UBA961 sp009919265",81.43,6.62,31.82,2.05682,1409,38.9,1889,"UBA961 sp009919265_LV_38_29. Yala River Mouth_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712125",2023
"629","samp_4447_VAMB_329","samp_4447","29. Yala River Mouth","Bacteria","Bacteroidota","Bacteroidia","UBA7662","UBA7662","SYHX01","",85.21,7.97,81.82,1.681943,668,51.7,3271,"SYHX01 sp._LV_38_29. Yala River Mouth_2023_1","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712126",2023
"630","samp_4447_VAMB_340","samp_4447","29. Yala River Mouth","Bacteria","Cyanobacteria","Cyanobacteriia","Phormidesmiales","Phormidesmiaceae","Nodosilinea","",82.06,14.29,75,3.311776,1588,59.3,3011,"Nodosilinea sp._LV_38_29. Yala River Mouth_2023","Bacteria","Cyanobacteriota",NA,NA,NA,NA,NA,"Cyanobacteriota bacterium","PRJNA1119566","SAMN41712127",2023
"631","samp_4447_VAMB_574","samp_4447","29. Yala River Mouth","Bacteria","Actinobacteriota","Actinomycetia","Nanopelagicales","Nanopelagicaceae","MAG-120802","MAG-120802 sp016870795",75.98,6.18,88.46,1.142404,683,44.4,2152,"MAG-120802 sp016870795_LV_38_29. Yala River Mouth_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712128",2023
"632","samp_4448_concoct_1794","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","UBA1135","UBA1135","GCA-002686595","F1-120-MAGs118","",83.86,5.88,0,3.651819,1480,70.2,2776,"F1-120-MAGs118 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota",NA,NA,NA,NA,NA,"Planctomycetota bacterium","PRJNA1119566","SAMN41712129",2023
"633","samp_4448_concoct_1797","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","UBA1135","UBA1135","GCA-002686595","SYGM01","",80.1,9.45,36.84,3.024498,1152,66.4,2961,"SYGM01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Planctomycetota","Planctomycetia",NA,NA,NA,NA,"Planctomycetia bacterium","PRJNA1119566","SAMN41712130",2023
"634","samp_4448_concoct_1803","samp_4448","30. Rosinga Channel","Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","Armatimonadaceae","CAIRTT01","",85.95,2.6,33.33,3.457851,661,66.2,6770,"CAIRTT01 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Armatimonadota",NA,NA,NA,NA,NA,"Armatimonadota bacterium","PRJNA1119566","SAMN41712131",2023
"635","samp_4448_concoct_1829","samp_4448","30. Rosinga Channel","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Polaromonas","Polaromonas sp016868205",75.55,2.76,46.67,2.142857,971,62.9,2448,"Polaromonas sp016868205_LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria bacterium","PRJNA1119566","SAMN41712132",2023
"636","samp_4448_concoct_1862","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","UBA952","",80.52,5.87,68.42,1.75825,961,36.9,1891,"UBA952 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales","Crocinitomicaceae",NA,NA,"Crocinitomicaceae bacterium","PRJNA1119566","SAMN41712133",2023
"637","samp_4448_concoct_1863","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","Cyanobacteriales","Microcystaceae","Microcystis","Microcystis aeruginosa_H",86.65,4.2,50,3.447926,1691,43.4,2217,"Microcystis aeruginosa_H_LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Chroococcales","Microcystaceae","Microcystis","Microcystis aeruginosa","Microcystis aeruginosa","PRJNA1119566","SAMN41712134",2023
"638","samp_4448_concoct_1866","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","ELB16-189","",86.2,3.49,16,2.834026,948,52.8,3642,"ELB16-189 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota",NA,NA,NA,NA,NA,"Bacteroidota bacterium","PRJNA1119566","SAMN41712135",2023
"639","samp_4448_concoct_1891","samp_4448","30. Rosinga Channel","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas_B","",82.53,11.8,90.91,3.561531,1936,62,1889,"Roseomonas_B sp._LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA,"Alphaproteobacteria bacterium","PRJNA1119566","SAMN41712136",2023
"640","samp_4448_concoct_1895","samp_4448","30. Rosinga Channel","Bacteria","Cyanobacteria","Cyanobacteriia","PCC-6307","Cyanobiaceae","Cyanobium","",84.81,20.15,15.31,3.240535,969,68.4,4051,"Cyanobium sp._LV_39_30. Rosinga Channel_2023","Bacteria","Cyanobacteriota","Cyanophyceae","Synechococcales","Synechococcaceae","Synechococcus",NA,"Synechococcus sp.","PRJNA1119566","SAMN41712137",2023
"641","samp_4448_concoct_1902","samp_4448","30. Rosinga Channel","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","UA16","UBA4660","",87.59,3.78,50,2.427742,930,47.5,3013,"UBA4660 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Bacteroidota","Flavobacteriia","Flavobacteriales",NA,NA,NA,"Flavobacteriales bacterium","PRJNA1119566","SAMN41712138",2023
"642","samp_4448_concoct_1915","samp_4448","30. Rosinga Channel","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","QWQI01","",95.47,0.69,50,5.166946,1198,53.7,5816,"QWQI01 sp._LV_39_30. Rosinga Channel_2023","Bacteria",NA,NA,NA,NA,NA,NA,"Unknown NA","PRJNA1119566","SAMN41712139",2023
"643","samp_4448_concoct_1926","samp_4448","30. Rosinga Channel","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","F1-60-MAGs149","F1-60-MAGs149","F1-60-MAGs149 sp016870485",76.08,1.15,50,1.990836,630,74.1,3818,"F1-60-MAGs149 sp016870485_LV_39_30. Rosinga Channel_2023","Bacteria","Actinomycetota",NA,NA,NA,NA,NA,"Actinomycetota bacterium","PRJNA1119566","SAMN41712140",2023
"644","samp_4448_concoct_1940","samp_4448","30. Rosinga Channel","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","UBA5518","UBA5518","",77.2,3.49,28.57,3.237369,1500,68.4,2310,"UBA5518 sp._LV_39_30. Rosinga Channel_2023","Bacteria","Pseudomonadota","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria bacterium","PRJNA1119566","SAMN41712141",2023
